customer_id,customer_name,region,segment,email,source_row
C0146,Customer 0146,South,Consumer,customer146@example.com,147
C0147,Customer 0147,East,Business,customer147@example.com,148
C0148,Customer 0148,East,Consumer,customer148@example.com,149
C0149,Customer 0149,East,Business,customer149@example.com,150
C0150,Customer 0150,West,Business,customer150@example.com,151
C0151,Customer 0151,South,Business,customer151@example.com,152
C0152,Customer 0152,West,Business,customer152@example.com,153
C0153,Customer 0153,East,Business,customer153@example.com,154
C0154,Customer 0154,North,Business,,155
C0155,Customer 0155,South,Business,customer155@example.com,156
C0156,Customer 0156,South,Consumer,customer156@example.com,157
C0157,Customer 0157,West,Business,customer157@example.com,158
C0158,Customer 0158,East,Consumer,customer158@example.com,159
C0159,Customer 0159,West,Business,customer159@example.com,160
C0160,Customer 0160,West,Business,customer160@example.com,161
C0161,Customer 0161,West,Consumer,customer161@example.com,162
C0162,Customer 0162,South,Consumer,customer162@example.com,163
C0163,Customer 0163,South,Consumer,customer163@example.com,164
C0164,Customer 0164,East,Consumer,customer164@example.com,165
C0165,Customer 0165,West,Consumer,customer165@example.com,166
C0166,Customer 0166,North,Business,customer166@example.com,167
C0167,Customer 0167,West,Consumer,customer167@example.com,168
C0168,Customer 0168,North,Business,customer168@example.com,169
C0169,Customer 0169,North,Consumer,customer169@example.com,170
C0170,Customer 0170,East,Business,customer170@example.com,171
C0171,Customer 0171,South,Business,,172
C0172,Customer 0172,North,Consumer,customer172@example.com,173
C0173,Customer 0173,West,Consumer,customer173@example.com,174
C0174,Customer 0174,South,Consumer,customer174@example.com,175
C0175,Customer 0175,North,Consumer,customer175@example.com,176
C0176,Customer 0176,North,Consumer,customer176@example.com,177
C0177,Customer 0177,West,Business,customer177@example.com,178
C0178,Customer 0178,East,Consumer,customer178@example.com,179
C0179,Customer 0179,East,Consumer,customer179@example.com,180
C0180,Customer 0180,West,Consumer,customer180@example.com,181
C0181,Customer 0181,West,Business,customer181@example.com,182
C0182,Customer 0182,West,Business,customer182@example.com,183
C0183,Customer 0183,East,Consumer,customer183@example.com,184
C0184,Customer 0184,West,Business,customer184@example.com,185
C0185,Customer 0185,North,Consumer,customer185@example.com,186
C0186,Customer 0186,North,Consumer,customer186@example.com,187
C0187,Customer 0187,North,Business,customer187@example.com,188
C0188,Customer 0188,South,Business,,189
C0189,Customer 0189,North,Consumer,customer189@example.com,190
C0190,Customer 0190,North,Business,customer190@example.com,191
C0191,Customer 0191,North,Consumer,customer191@example.com,192
C0192,Customer 0192,South,Business,customer192@example.com,193
C0193,Customer 0193,East,Consumer,customer193@example.com,194
C0194,Customer 0194,North,Consumer,customer194@example.com,195
C0195,Customer 0195,West,Business,customer195@example.com,196
C0196,Customer 0196,West,Consumer,customer196@example.com,197
C0197,Customer 0197,East,Business,customer197@example.com,198
C0198,Customer 0198,West,Consumer,customer198@example.com,199
C0199,Customer 0199,North,Consumer,customer199@example.com,200
C0200,Customer 0200,West,Consumer,customer200@example.com,201
C0201,Customer 0201,East,Consumer,customer201@example.com,202
C0202,Customer 0202,South,Business,customer202@example.com,203
C0203,Customer 0203,South,Business,customer203@example.com,204
C0204,Customer 0204,South,Consumer,customer204@example.com,205
C0205,Customer 0205,West,Business,,206
C0206,Customer 0206,West,Business,customer206@example.com,207
C0207,Customer 0207,South,Consumer,customer207@example.com,208
C0208,Customer 0208,East,Business,customer208@example.com,209
C0209,Customer 0209,West,Business,customer209@example.com,210
C0210,Customer 0210,North,Consumer,customer210@example.com,211
C0211,Customer 0211,North,Business,customer211@example.com,212
C0212,Customer 0212,East,Consumer,customer212@example.com,213
C0213,Customer 0213,East,Business,customer213@example.com,214
C0214,Customer 0214,West,Business,customer214@example.com,215
C0215,Customer 0215,North,Consumer,customer215@example.com,216
C0216,Customer 0216,North,Consumer,customer216@example.com,217
C0217,Customer 0217,South,Business,customer217@example.com,218
C0218,Customer 0218,East,Business,customer218@example.com,219
C0219,Customer 0219,East,Consumer,customer219@example.com,220
C0220,Customer 0220,North,Business,customer220@example.com,221
C0221,Customer 0221,West,Business,customer221@example.com,222
C0222,Customer 0222,East,Consumer,,223
C0223,Customer 0223,East,Consumer,customer223@example.com,224
C0224,Customer 0224,West,Consumer,customer224@example.com,225
C0225,Customer 0225,North,Consumer,customer225@example.com,226
C0226,Customer 0226,South,Business,customer226@example.com,227
C0227,Customer 0227,East,Consumer,customer227@example.com,228
C0228,Customer 0228,East,Business,customer228@example.com,229
C0229,Customer 0229,East,Consumer,customer229@example.com,230
C0230,Customer 0230,East,Consumer,customer230@example.com,231
C0231,Customer 0231,West,Business,customer231@example.com,232
C0232,Customer 0232,East,Business,customer232@example.com,233
C0233,Customer 0233,South,Business,customer233@example.com,234
C0234,Customer 0234,West,Business,customer234@example.com,235
C0235,Customer 0235,North,Business,customer235@example.com,236
C0236,Customer 0236,West,Business,customer236@example.com,237
C0237,Customer 0237,South,Consumer,customer237@example.com,238
C0238,Customer 0238,East,Consumer,customer238@example.com,239
C0239,Customer 0239,South,Consumer,,240
C0240,Customer 0240,West,Business,customer240@example.com,241
C0241,Customer 0241,North,Consumer,customer241@example.com,242
C0242,Customer 0242,South,Business,customer242@example.com,243
C0243,Customer 0243,East,Business,customer243@example.com,244
C0244,Customer 0244,South,Consumer,customer244@example.com,245
C0245,Customer 0245,North,Consumer,customer245@example.com,246
C0246,Customer 0246,South,Consumer,customer246@example.com,247
C0247,Customer 0247,North,Consumer,customer247@example.com,248
C0248,Customer 0248,East,Business,customer248@example.com,249
C0249,Customer 0249,North,Consumer,customer249@example.com,250
C0250,Customer 0250,West,Consumer,customer250@example.com,251
C0251,Customer 0251,North,Consumer,customer251@example.com,252
C0252,Customer 0252,West,Business,customer252@example.com,253
C0253,Customer 0253,North,Consumer,customer253@example.com,254
C0254,Customer 0254,East,Business,customer254@example.com,255
C0255,Customer 0255,South,Business,customer255@example.com,256
C0256,Customer 0256,North,Consumer,,257
C0257,Customer 0257,North,Business,customer257@example.com,258
C0258,Customer 0258,South,Business,customer258@example.com,259
C0259,Customer 0259,North,Business,customer259@example.com,260
C0260,Customer 0260,South,Consumer,customer260@example.com,261
C0261,Customer 0261,West,Consumer,customer261@example.com,262
C0262,Customer 0262,West,Business,customer262@example.com,263
C0263,Customer 0263,East,Business,customer263@example.com,264
C0264,Customer 0264,South,Business,customer264@example.com,265
C0265,Customer 0265,West,Consumer,customer265@example.com,266
C0266,Customer 0266,North,Business,customer266@example.com,267
C0267,Customer 0267,West,Business,customer267@example.com,268
C0268,Customer 0268,North,Consumer,customer268@example.com,269
C0269,Customer 0269,East,Business,customer269@example.com,270
C0270,Customer 0270,East,Business,customer270@example.com,271
C0271,Customer 0271,West,Consumer,customer271@example.com,272
C0272,Customer 0272,West,Business,customer272@example.com,273
C0273,Customer 0273,South,Business,,274
C0274,Customer 0274,North,Business,customer274@example.com,275
C0275,Customer 0275,East,Business,customer275@example.com,276
C0276,Customer 0276,South,Business,customer276@example.com,277
C0277,Customer 0277,West,Consumer,customer277@example.com,278
C0278,Customer 0278,North,Consumer,customer278@example.com,279
C0279,Customer 0279,South,Business,customer279@example.com,280
C0280,Customer 0280,North,Business,customer280@example.com,281
C0281,Customer 0281,North,Business,customer281@example.com,282
C0282,Customer 0282,East,Business,customer282@example.com,283
C0283,Customer 0283,East,Business,customer283@example.com,284
C0284,Customer 0284,South,Consumer,customer284@example.com,285
C0285,Customer 0285,East,Consumer,customer285@example.com,286
C0286,Customer 0286,West,Business,customer286@example.com,287
C0287,Customer 0287,South,Consumer,customer287@example.com,288
C0288,Customer 0288,East,Consumer,customer288@example.com,289
C0289,Customer 0289,West,Business,customer289@example.com,290
C0290,Customer 0290,South,Business,,291
C0291,Customer 0291,North,Consumer,customer291@example.com,292
C0292,Customer 0292,East,Business,customer292@example.com,293
C0293,Customer 0293,North,Business,customer293@example.com,294
C0294,Customer 0294,South,Consumer,customer294@example.com,295
C0295,Customer 0295,West,Business,customer295@example.com,296
C0296,Customer 0296,East,Business,customer296@example.com,297
C0297,Customer 0297,East,Business,customer297@example.com,298
C0298,Customer 0298,North,Business,customer298@example.com,299
C0299,Customer 0299,North,Consumer,customer299@example.com,300
C0300,Customer 0300,West,Consumer,customer300@example.com,301
